acf,param,n_rep,seed,iter,best_y,runtime
ei,,3,1,1,3.3763245520000087,280.419382
ei,,3,1,2,3.3763245520000087,280.419382
ei,,3,1,3,3.3763245520000087,280.419382
ei,,3,1,4,3.3763245520000087,280.419382
ei,,3,1,5,3.3763245520000087,280.419382
ei,,3,1,6,3.3763245520000087,280.419382
ei,,3,1,7,3.3763245520000087,280.419382
ei,,3,1,8,3.282427893879101,280.419382
ei,,3,1,9,1.7959991313110557,280.419382
ei,,3,1,10,-0.7329106208526374,280.419382
ei,,3,1,11,-0.7329106208526374,280.419382
ei,,3,1,12,-0.7329106208526374,280.419382
ei,,3,1,13,-0.7615592653881071,280.419382
ei,,3,1,14,-0.7720156517385587,280.419382
ei,,3,1,15,-0.7720156517385587,280.419382
ei,,3,1,16,-0.7730019389104154,280.419382
ei,,3,1,17,-0.7730019389104154,280.419382
ei,,3,1,18,-0.7730383041580938,280.419382
ei,,3,1,19,-0.7730559694999353,280.419382
ei,,3,1,20,-0.7730598532004631,280.419382
ei,,3,1,21,-0.773066131853524,280.419382
ei,,3,1,22,-0.773073814975776,280.419382
ei,,3,1,23,-0.773073814975776,280.419382
ei,,3,1,24,-0.773073814975776,280.419382
ei,,3,1,25,-0.773073814975776,280.419382
ei,,3,1,26,-0.7730753833130549,280.419382
ei,,3,1,27,-0.7730767110268703,280.419382
ei,,3,1,28,-0.7730767110268703,280.419382
ei,,3,1,29,-0.7730767110268703,280.419382
ei,,3,1,30,-0.7730767110268703,280.419382
ei,,5,1,1,3.3283039385211097,218.139523
ei,,5,1,2,3.3283039385211097,218.139523
ei,,5,1,3,3.3283039385211097,218.139523
ei,,5,1,4,3.3283039385211097,218.139523
ei,,5,1,5,3.3283039385211097,218.139523
ei,,5,1,6,3.3283039385211097,218.139523
ei,,5,1,7,3.3283039385211097,218.139523
ei,,5,1,8,2.142784186397612,218.139523
ei,,5,1,9,2.142784186397612,218.139523
ei,,5,1,10,2.142784186397612,218.139523
ei,,5,1,11,0.7281739698410039,218.139523
ei,,5,1,12,0.7281739698410039,218.139523
ei,,5,1,13,0.7281739698410039,218.139523
ei,,5,1,14,0.7158744470365471,218.139523
ei,,5,1,15,0.7158744470365471,218.139523
ei,,5,1,16,0.7127242347903218,218.139523
ei,,5,1,17,0.7127242347903218,218.139523
ei,,5,1,18,0.7127242347903218,218.139523
ei,,5,1,19,0.7127242347903218,218.139523
ei,,5,1,20,0.7127242347903218,218.139523
ei,,5,1,21,0.7127242347903218,218.139523
ei,,5,1,22,0.7127242347903218,218.139523
ei,,5,1,23,0.7127242347903218,218.139523
ei,,5,1,24,0.7127242347903218,218.139523
ei,,5,1,25,0.7127242347903218,218.139523
ei,,5,1,26,0.7127242347903218,218.139523
ei,,5,1,27,0.7127242347903218,218.139523
ei,,5,1,28,0.7126952105107195,218.139523
ei,,5,1,29,0.7126836818619081,218.139523
ei,,5,1,30,0.7126836818619081,218.139523
ei,,10,1,1,3.9692444454541302,228.514121
ei,,10,1,2,3.9692444454541302,228.514121
ei,,10,1,3,3.9692444454541302,228.514121
ei,,10,1,4,3.9692444454541302,228.514121
ei,,10,1,5,3.9692444454541302,228.514121
ei,,10,1,6,3.9692444454541302,228.514121
ei,,10,1,7,3.9692444454541302,228.514121
ei,,10,1,8,3.6655030263680652,228.514121
ei,,10,1,9,3.0925997975741346,228.514121
ei,,10,1,10,0.7261289118903544,228.514121
ei,,10,1,11,0.7261289118903544,228.514121
ei,,10,1,12,0.7261289118903544,228.514121
ei,,10,1,13,0.4848696463004266,228.514121
ei,,10,1,14,0.4848696463004266,228.514121
ei,,10,1,15,0.4842630120662658,228.514121
ei,,10,1,16,0.4842630120662658,228.514121
ei,,10,1,17,0.4842630120662658,228.514121
ei,,10,1,18,0.4842630120662658,228.514121
ei,,10,1,19,0.4842630120662658,228.514121
ei,,10,1,20,0.4842630120662658,228.514121
ei,,10,1,21,0.4842630120662658,228.514121
ei,,10,1,22,0.4842630120662658,228.514121
ei,,10,1,23,0.4842630120662658,228.514121
ei,,10,1,24,0.4842630120662658,228.514121
ei,,10,1,25,0.4842630120662658,228.514121
ei,,10,1,26,0.4842630120662658,228.514121
ei,,10,1,27,0.4842630120662658,228.514121
ei,,10,1,28,0.4842630120662658,228.514121
ei,,10,1,29,0.4842630120662658,228.514121
ei,,10,1,30,0.4842630120662658,228.514121
lcb,,3,1,1,3.3763245520000087,243.634477
lcb,,3,1,2,3.3763245520000087,243.634477
lcb,,3,1,3,3.3763245520000087,243.634477
lcb,,3,1,4,3.3763245520000087,243.634477
lcb,,3,1,5,3.3763245520000087,243.634477
lcb,,3,1,6,3.3763245520000087,243.634477
lcb,,3,1,7,3.3763245520000087,243.634477
lcb,,3,1,8,3.290781092362316,243.634477
lcb,,3,1,9,3.290781092362316,243.634477
lcb,,3,1,10,-0.5921344787520323,243.634477
lcb,,3,1,11,-0.5921344787520323,243.634477
lcb,,3,1,12,-0.5921344787520323,243.634477
lcb,,3,1,13,-0.7526807262894754,243.634477
lcb,,3,1,14,-0.7526807262894754,243.634477
lcb,,3,1,15,-0.7730789475691786,243.634477
lcb,,3,1,16,-0.7730789475691786,243.634477
lcb,,3,1,17,-0.7730789475691786,243.634477
lcb,,3,1,18,-0.7730789475691786,243.634477
lcb,,3,1,19,-0.7730789475691786,243.634477
lcb,,3,1,20,-0.7730789475691786,243.634477
lcb,,3,1,21,-0.7730789475691786,243.634477
lcb,,3,1,22,-0.7730789475691786,243.634477
lcb,,3,1,23,-0.7730789475691786,243.634477
lcb,,3,1,24,-0.7730789475691786,243.634477
lcb,,3,1,25,-0.7730789475691786,243.634477
lcb,,3,1,26,-0.7730789475691786,243.634477
lcb,,3,1,27,-0.7730789475691786,243.634477
lcb,,3,1,28,-0.7730789475691786,243.634477
lcb,,3,1,29,-0.7730797706050319,243.634477
lcb,,3,1,30,-0.7730800051916599,243.634477
lcb,,5,1,1,3.3283039385211097,248.488102
lcb,,5,1,2,3.3283039385211097,248.488102
lcb,,5,1,3,3.3283039385211097,248.488102
lcb,,5,1,4,3.3283039385211097,248.488102
lcb,,5,1,5,3.3283039385211097,248.488102
lcb,,5,1,6,3.3283039385211097,248.488102
lcb,,5,1,7,3.3283039385211097,248.488102
lcb,,5,1,8,3.3283039385211097,248.488102
lcb,,5,1,9,3.3283039385211097,248.488102
lcb,,5,1,10,0.7256284300514737,248.488102
lcb,,5,1,11,0.7256284300514737,248.488102
lcb,,5,1,12,0.7256284300514737,248.488102
lcb,,5,1,13,0.7256284300514737,248.488102
lcb,,5,1,14,0.7256284300514737,248.488102
lcb,,5,1,15,0.7256284300514737,248.488102
lcb,,5,1,16,0.7256284300514737,248.488102
lcb,,5,1,17,0.7126774625621628,248.488102
lcb,,5,1,18,0.7126774625621628,248.488102
lcb,,5,1,19,0.7126774625621628,248.488102
lcb,,5,1,20,0.7126774625621628,248.488102
lcb,,5,1,21,0.7126769145580513,248.488102
lcb,,5,1,22,0.7126768239058586,248.488102
lcb,,5,1,23,0.7126768239058586,248.488102
lcb,,5,1,24,0.7126768239058586,248.488102
lcb,,5,1,25,0.7126763464570971,248.488102
lcb,,5,1,26,0.7126763464570971,248.488102
lcb,,5,1,27,0.7126763464570971,248.488102
lcb,,5,1,28,0.7126762219306957,248.488102
lcb,,5,1,29,0.7126762219306957,248.488102
lcb,,5,1,30,0.712676123711859,248.488102
lcb,,10,1,1,3.9692444454541302,243.722132
lcb,,10,1,2,3.9692444454541302,243.722132
lcb,,10,1,3,3.9692444454541302,243.722132
lcb,,10,1,4,3.9692444454541302,243.722132
lcb,,10,1,5,3.9692444454541302,243.722132
lcb,,10,1,6,3.9692444454541302,243.722132
lcb,,10,1,7,3.9692444454541302,243.722132
lcb,,10,1,8,3.6854492142533473,243.722132
lcb,,10,1,9,3.6854492142533473,243.722132
lcb,,10,1,10,3.6854492142533473,243.722132
lcb,,10,1,11,0.8548851422210536,243.722132
lcb,,10,1,12,0.8548851422210536,243.722132
lcb,,10,1,13,0.5030361746691006,243.722132
lcb,,10,1,14,0.4841042366985139,243.722132
lcb,,10,1,15,0.4841042366985139,243.722132
lcb,,10,1,16,0.4841042366985139,243.722132
lcb,,10,1,17,0.4841042366985139,243.722132
lcb,,10,1,18,0.4841042366985139,243.722132
lcb,,10,1,19,0.4841042366985139,243.722132
lcb,,10,1,20,0.4841042366985139,243.722132
lcb,,10,1,21,0.4841042366985139,243.722132
lcb,,10,1,22,0.4841042366985139,243.722132
lcb,,10,1,23,0.4841042366985139,243.722132
lcb,,10,1,24,0.4841042366985139,243.722132
lcb,,10,1,25,0.4841042366985139,243.722132
lcb,,10,1,26,0.4841042366985139,243.722132
lcb,,10,1,27,0.4841042366985139,243.722132
lcb,,10,1,28,0.4841042366985139,243.722132
lcb,,10,1,29,0.4841042366985139,243.722132
lcb,,10,1,30,0.4841042366985139,243.722132
pi,,3,1,1,3.3763245520000087,236.386539
pi,,3,1,2,3.3763245520000087,236.386539
pi,,3,1,3,3.3763245520000087,236.386539
pi,,3,1,4,2.4896902633038374,236.386539
pi,,3,1,5,2.4896902633038374,236.386539
pi,,3,1,6,2.4477855033242224,236.386539
pi,,3,1,7,2.4477855033242224,236.386539
pi,,3,1,8,2.4477855033242224,236.386539
pi,,3,1,9,2.4477855033242224,236.386539
pi,,3,1,10,2.4477855033242224,236.386539
pi,,3,1,11,2.4477855033242224,236.386539
pi,,3,1,12,2.4477855033242224,236.386539
pi,,3,1,13,-0.021556117405937474,236.386539
pi,,3,1,14,-0.021556117405937474,236.386539
pi,,3,1,15,-0.0710902773097805,236.386539
pi,,3,1,16,-0.0710902773097805,236.386539
pi,,3,1,17,-0.6879729809912477,236.386539
pi,,3,1,18,-0.7675293745546433,236.386539
pi,,3,1,19,-0.7675293745546433,236.386539
pi,,3,1,20,-0.7711429428829463,236.386539
pi,,3,1,21,-0.7711429428829463,236.386539
pi,,3,1,22,-0.7711429428829463,236.386539
pi,,3,1,23,-0.7711429428829463,236.386539
pi,,3,1,24,-0.7730023980914278,236.386539
pi,,3,1,25,-0.7730023980914278,236.386539
pi,,3,1,26,-0.7730023980914278,236.386539
pi,,3,1,27,-0.7730265459937723,236.386539
pi,,3,1,28,-0.7730265459937723,236.386539
pi,,3,1,29,-0.7730265459937723,236.386539
pi,,3,1,30,-0.7730265459937723,236.386539
pi,,5,1,1,3.3283039385211097,277.819278
pi,,5,1,2,3.3283039385211097,277.819278
pi,,5,1,3,3.237530333267915,277.819278
pi,,5,1,4,3.237530333267915,277.819278
pi,,5,1,5,3.237530333267915,277.819278
pi,,5,1,6,3.237530333267915,277.819278
pi,,5,1,7,3.237530333267915,277.819278
pi,,5,1,8,2.0330451129210285,277.819278
pi,,5,1,9,2.0330451129210285,277.819278
pi,,5,1,10,2.0330451129210285,277.819278
pi,,5,1,11,2.0330451129210285,277.819278
pi,,5,1,12,1.9920931696308102,277.819278
pi,,5,1,13,1.9920931696308102,277.819278
pi,,5,1,14,1.9920931696308102,277.819278
pi,,5,1,15,1.9920931696308102,277.819278
pi,,5,1,16,0.7294361418315619,277.819278
pi,,5,1,17,0.7136186625202635,277.819278
pi,,5,1,18,0.7136186625202635,277.819278
pi,,5,1,19,0.7136186625202635,277.819278
pi,,5,1,20,0.7136186625202635,277.819278
pi,,5,1,21,0.7136186625202635,277.819278
pi,,5,1,22,0.7136186625202635,277.819278
pi,,5,1,23,0.7136186625202635,277.819278
pi,,5,1,24,0.7136186625202635,277.819278
pi,,5,1,25,0.7136186625202635,277.819278
pi,,5,1,26,0.7136186625202635,277.819278
pi,,5,1,27,0.7136186625202635,277.819278
pi,,5,1,28,0.7136186625202635,277.819278
pi,,5,1,29,0.7136186625202635,277.819278
pi,,5,1,30,0.7136186625202635,277.819278
pi,,10,1,1,3.9692444454541302,231.16298
pi,,10,1,2,3.9692444454541302,231.16298
pi,,10,1,3,3.0349508625267676,231.16298
pi,,10,1,4,3.0203407594894154,231.16298
pi,,10,1,5,2.853384250703331,231.16298
pi,,10,1,6,2.853384250703331,231.16298
pi,,10,1,7,2.853384250703331,231.16298
pi,,10,1,8,2.853384250703331,231.16298
pi,,10,1,9,2.853384250703331,231.16298
pi,,10,1,10,2.853384250703331,231.16298
pi,,10,1,11,2.853384250703331,231.16298
pi,,10,1,12,2.853384250703331,231.16298
pi,,10,1,13,1.4087932865819592,231.16298
pi,,10,1,14,0.7648528300317418,231.16298
pi,,10,1,15,0.7648528300317418,231.16298
pi,,10,1,16,0.7648528300317418,231.16298
pi,,10,1,17,0.6406200026335397,231.16298
pi,,10,1,18,0.6406200026335397,231.16298
pi,,10,1,19,0.49788733304643606,231.16298
pi,,10,1,20,0.49788733304643606,231.16298
pi,,10,1,21,0.49788733304643606,231.16298
pi,,10,1,22,0.4861962958639123,231.16298
pi,,10,1,23,0.4861962958639123,231.16298
pi,,10,1,24,0.4861962958639123,231.16298
pi,,10,1,25,0.4861962958639123,231.16298
pi,,10,1,26,0.4861962958639123,231.16298
pi,,10,1,27,0.4861962958639123,231.16298
pi,,10,1,28,0.48553539344483304,231.16298
pi,,10,1,29,0.48553539344483304,231.16298
pi,,10,1,30,0.48453838754212475,231.16298
